topic,year,size,ps,dem,pdr
28,1947,0.345022372863,0.345022372863,0.0,0.0
28,1948,0.122094910684,0.122094910684,0.0,0.0
28,1949,0.250364798961,0.250364798961,0.0,0.0
28,1950,0.759462746804,0.759462746804,0.0,0.0
28,1951,0.18352787595,0.18352787595,0.0,0.0
28,1952,0.0535785043687,0.0535785043687,0.0,0.0
28,1953,0.220191377814,0.220191377814,0.0,0.0
28,1954,0.383400717972,0.383400717972,0.0,0.0
28,1955,0.764964531261,0.764964531261,0.0,0.0
28,1956,0.323178394168,0.323178394168,0.0,0.0
28,1957,0.210580022909,0.210580022909,0.0,0.0
28,1958,0.231420491378,0.231420491378,0.0,0.0
28,1959,0.246230896177,0.246230896177,0.0,0.0
28,1960,0.377434422133,0.377434422133,0.0,0.0
28,1961,0.408054773268,0.408054773268,0.0,0.0
28,1962,0.308288835369,0.308288835369,0.0,0.0
28,1963,0.251645129873,0.251645129873,0.0,0.0
28,1964,6.99041511256,0.53269540272,6.45771970984,0.0
28,1965,8.76194515242,0.0718037388367,8.69014141358,0.0
28,1966,10.1218198879,0.273361550471,9.84845833741,0.0
28,1967,13.7841932582,0.140114187204,13.644079071,0.0
28,1968,8.1850963544,0.0728809296597,8.11221542474,0.0
28,1969,2.28409989923,0.0732599518201,2.21083994741,0.0
28,1970,1.4335799334,0.182705218031,1.25087471536,0.0
28,1971,2.35274381803,0.202759493319,2.14998432471,0.0
28,1972,3.24621950598,0.194590535412,3.05162897057,0.0
28,1973,3.14653616748,1.0389341467,2.10760202078,0.0
28,1974,3.5307914278,0.0721944017814,3.45859702602,0.0
28,1975,3.14391152413,0.077927381035,3.03113324531,0.034850897783
28,1976,3.32263687224,0.286679694649,2.66007043768,0.37588673991
28,1977,2.99636905733,0.183438403124,2.61364833501,0.199282319197
28,1978,2.68587508237,0.462586589412,2.12128089489,0.102007598064
28,1979,2.61171878136,0.172286497146,2.32827901218,0.111153272039
28,1980,1.51316065771,0.104536088705,1.3325198137,0.0761047553016
28,1981,2.10486170297,0.287212695741,1.47420425741,0.343444749815
28,1982,1.03261347061,0.0284274271533,0.715148994385,0.289037049075
28,1983,1.70072469569,0.0143735832397,1.47551101804,0.210840094411
28,1984,2.72189838905,0.150151059713,2.15574784641,0.415999482921
28,1985,1.32630220101,0.191836706748,0.896210104378,0.23825538988
28,1986,2.20734789625,0.046202973089,1.78943581993,0.371709103232
28,1987,2.50060991791,0.0900192528115,1.8586225734,0.5519680917
28,1988,1.61890163389,0.0166755616847,1.3031964955,0.299029576706
28,1989,1.70920383093,0.110458681602,1.26002179386,0.338723355464
28,1990,0.938938330727,0.0326046409623,0.759857240974,0.146476448791
28,1991,0.63096594167,0.0107114011717,0.271042573428,0.34921196707
28,1992,0.794154380456,0.00851075531454,0.529098225295,0.256545399847
28,1993,0.692541774191,0.016323910512,0.432373149587,0.243844714092
28,1994,0.253049373888,0.0149028518917,0.143936426783,0.0942100952128
28,1995,0.531531551023,0.161741753448,0.362183103389,0.00760669418697
28,1996,0.944953660527,0.00681142771685,0.378636225811,0.559506006999
28,1997,0.129994127337,0.00637078639068,0.113814001099,0.00980933984756
28,1998,1.37088404837,0.0250586360919,1.15239703781,0.193428374459
28,1999,0.928544645241,0.0139523207059,0.665527551373,0.249064773162
28,2000,0.727867857665,0.0374984117066,0.349700309196,0.340669136762
28,2001,0.482194659278,0.0161607392753,0.160020842878,0.306013077125
28,2002,0.248744977822,0.000641581825625,0.120982858581,0.127120537414
28,2003,0.695136541215,0.00328890038723,0.187975229561,0.503872411267
28,2004,0.380115074369,0.0100257206563,0.152064134417,0.218025219296
28,2005,0.407439054589,0.00403227597337,0.144150125732,0.259256652884
28,2006,0.286589944536,0.102848459499,0.105307544087,0.0784339409506
28,2007,0.289791571106,0.000729482165549,0.0757899014867,0.213272187453
28,2008,0.385056018349,0.0136522561084,0.246957935367,0.124445826873
28,2009,0.493548777297,0.00042728467527,0.318620888979,0.174500603643
28,2010,0.420479437792,0.0604764127197,0.224639940914,0.135363084158
