topic,year,size,ps,dem,pdr
1,1947,0.000960749571361,0.000960749571361,0.0,0.0
1,1948,0.000665271367012,0.000665271367012,0.0,0.0
1,1949,0.001373664289,0.001373664289,0.0,0.0
1,1950,0.00336206321882,0.00336206321882,0.0,0.0
1,1951,0.00039726279181,0.00039726279181,0.0,0.0
1,1952,0.00163728895257,0.00163728895257,0.0,0.0
1,1953,0.0031428193143,0.0031428193143,0.0,0.0
1,1954,0.00269809802866,0.00269809802866,0.0,0.0
1,1955,0.00428295899927,0.00428295899927,0.0,0.0
1,1956,0.037559808429,0.037559808429,0.0,0.0
1,1957,0.010183876952,0.010183876952,0.0,0.0
1,1958,0.00569043722819,0.00569043722819,0.0,0.0
1,1959,0.0417714513957,0.0417714513957,0.0,0.0
1,1960,0.00178487511755,0.00178487511755,0.0,0.0
1,1961,0.0201504344984,0.0201504344984,0.0,0.0
1,1962,0.00598138350106,0.00598138350106,0.0,0.0
1,1963,0.0174386332035,0.0174386332035,0.0,0.0
1,1964,0.00240336460567,0.00107085148997,0.0013325131157,0.0
1,1965,0.00534717905434,0.00170307293163,0.0036441061227,0.0
1,1966,0.00625662634233,0.000886835461562,0.00536979088077,0.0
1,1967,0.0102649358188,0.000463364488192,0.0098015713306,0.0
1,1968,0.00733897222843,0.00160795592592,0.00573101630251,0.0
1,1969,0.0162434064859,0.00619931215357,0.0100440943323,0.0
1,1970,0.0015522257999,0.00015891444537,0.00139331135453,0.0
1,1971,0.00483705924428,0.00317344971621,0.00166360952807,0.0
1,1972,0.00387853103847,0.00168479690698,0.00219373413149,0.0
1,1973,0.00269314500099,0.000388187940328,0.00230495706066,0.0
1,1974,0.014461511489,0.0047947019129,0.00966680957607,0.0
1,1975,0.0119145217186,0.00501074507047,0.00347229966801,0.00343147698012
1,1976,0.00573108010459,0.00435749819884,0.000552145661913,0.000821436243835
1,1977,0.00928048178235,0.00223452590346,0.00469817012025,0.00234778575863
1,1978,0.00826311623478,0.00160126088503,0.000733909211978,0.00592794613778
1,1979,0.00956948888782,0.00257820065151,0.00159704188757,0.00539424634873
1,1980,0.0157067634535,0.00963498737543,0.000329955666415,0.00574182041163
1,1981,0.0133520163439,0.0021584903209,0.00200471511566,0.00918881090735
1,1982,0.0260632059089,0.00567451132732,0.00712821337207,0.0132604812095
1,1983,0.0249937664846,0.00894622117518,0.00375373577791,0.0122938095315
1,1984,0.0115730828039,0.00463622963742,0.000215729345119,0.00672112382137
1,1985,0.0200297772706,0.00523204727855,0.00531752563805,0.00948020435402
1,1986,0.0188700901683,0.00805069444995,0.00475908719038,0.00606030852796
1,1987,0.0257908834858,0.000538202759176,0.0134634685441,0.0117892121825
1,1988,0.00472657446786,0.000449677237784,0.0016202317879,0.00265666544218
1,1989,0.014753352831,0.00282880843946,0.00529168409515,0.00663286029635
1,1990,0.017464342206,0.00620552318624,0.00636296593394,0.00489585308583
1,1991,0.0264786331675,0.0185259387088,0.000986072404503,0.00696662205413
1,1992,0.00628723022257,0.00444305750235,0.000684764400832,0.00115940831938
1,1993,0.0246467932016,0.0101728393533,0.00591546737049,0.00855848647779
1,1994,0.0154953502659,0.00758630691676,0.00202081645595,0.00588822689319
1,1995,0.0290868322896,0.00529421810114,7.59626388474e-05,0.0237166515496
1,1996,0.0147244536464,0.0084553953831,0.00101309179325,0.00525596647003
1,1997,0.0203033126153,0.0162858076476,0.000473224383896,0.00354428058373
1,1998,0.0191528709617,0.0117629051801,0.00178117995267,0.00560878582894
1,1999,0.0240724407196,0.011647129248,0.00233207356104,0.0100932379105
1,2000,0.0264400223303,0.00585213691503,0.0100410749428,0.0105468104724
1,2001,0.0384811540285,0.00591023506553,0.0109888014843,0.0215821174787
1,2002,0.0273398069237,0.00524969821936,0.00419796388357,0.0178921448208
1,2003,0.0358498901758,0.00920628617153,0.0195583804352,0.00708522356908
1,2004,0.0231404212962,0.00859632890213,0.00439856404609,0.010145528348
1,2005,0.0119024012637,0.00201655510243,0.00174388998286,0.00814195617838
1,2006,0.0246974656493,0.0014885409244,0.00471997310399,0.0184889516209
1,2007,0.0111523393885,0.00115942987696,0.00145154360657,0.00854136590495
1,2008,0.0173548615327,0.00948181906372,0.00476337686478,0.0031096656042
1,2009,0.0203604926629,0.00788747847494,0.00372982031698,0.00874319387101
1,2010,0.0287477429219,0.00804194655283,0.0179132228594,0.00279257350974
