topic,year,size,ps,dem,pdr
24,1947,0.191779331208,0.191779331208,0.0,0.0
24,1948,1.38355574367,1.38355574367,0.0,0.0
24,1949,0.67536320257,0.67536320257,0.0,0.0
24,1950,1.05310378329,1.05310378329,0.0,0.0
24,1951,0.274647489861,0.274647489861,0.0,0.0
24,1952,0.121498836058,0.121498836058,0.0,0.0
24,1953,0.000285394947315,0.000285394947315,0.0,0.0
24,1954,0.181073371409,0.181073371409,0.0,0.0
24,1955,0.528366162903,0.528366162903,0.0,0.0
24,1956,0.153512702697,0.153512702697,0.0,0.0
24,1957,0.0495963736018,0.0495963736018,0.0,0.0
24,1958,0.0119737860071,0.0119737860071,0.0,0.0
24,1959,0.0968424558479,0.0968424558479,0.0,0.0
24,1960,0.248312770364,0.248312770364,0.0,0.0
24,1961,0.0151422650155,0.0151422650155,0.0,0.0
24,1962,0.731070643488,0.731070643488,0.0,0.0
24,1963,0.0861277340205,0.0861277340205,0.0,0.0
24,1964,1.47200197126,1.45745867309,0.0145432981661,0.0
24,1965,0.451256669775,0.0157464715804,0.435510198194,0.0
24,1966,0.607762225608,0.0343996425215,0.573362583087,0.0
24,1967,1.42315137088,1.0872328683,0.335918502578,0.0
24,1968,0.211531765472,0.0868408990114,0.124690866461,0.0
24,1969,2.65992204651,2.41589262042,0.244029426089,0.0
24,1970,1.66703501628,0.802913924814,0.864121091471,0.0
24,1971,1.5116607665,1.11718820745,0.394472559045,0.0
24,1972,1.72644940211,1.36218906465,0.36426033746,0.0
24,1973,1.61312554539,1.45822181219,0.154903733199,0.0
24,1974,1.52697414495,1.39514261136,0.131831533599,0.0
24,1975,2.5699756756,1.91814397028,0.529876911175,0.121954794144
24,1976,1.16610973023,1.02035691369,0.0146538751041,0.131098941433
24,1977,0.77626320786,0.208544980582,0.514323614582,0.0533946126958
24,1978,2.3975726863,2.2170619663,0.00614101608669,0.174369703915
24,1979,1.75704220512,1.08913375452,0.0670353959193,0.600873054684
24,1980,2.85888093541,1.75851918851,0.425281758162,0.675079988737
24,1981,2.10105572261,1.0048843778,0.289385398527,0.806785946284
24,1982,2.6002732332,0.464476577799,1.53735903089,0.598437624507
24,1983,2.01569810367,0.546367630768,0.462090873493,1.00723959941
24,1984,4.86957805518,0.111749374114,1.07117417202,3.68665450904
24,1985,2.07394280136,1.73215297179,0.243663536164,0.0981262934074
24,1986,2.18843479604,0.736230294103,0.637511248596,0.814693253341
24,1987,1.69468844803,1.18809046676,0.0249750129092,0.481622968354
24,1988,2.49429235485,0.990027423983,1.08931255716,0.414952373704
24,1989,3.9114207021,2.7029027004,0.733192617692,0.475325384003
24,1990,2.92424417194,0.941926206985,0.904744299112,1.07757366585
24,1991,3.42064373494,2.06645566655,0.449286020505,0.904902047886
24,1992,1.28160002629,0.978602534283,0.196741381629,0.106256110375
24,1993,4.15595157053,1.77234124894,1.11785918462,1.26575113697
24,1994,2.51136287497,1.21622252778,0.474615940402,0.820524406787
24,1995,3.15915195556,1.9159026247,0.321721657943,0.921527672917
24,1996,3.17555268337,1.2539489236,0.628113847555,1.29348991222
24,1997,1.57824884409,0.561083298029,0.764498939985,0.252666606077
24,1998,1.33404515644,0.950308270768,0.253018040268,0.130718845399
24,1999,4.67794060307,1.46211835332,0.562919875441,2.65290237431
24,2000,2.54581263842,1.2454111459,0.562105089967,0.738296402556
24,2001,1.69901694554,0.909383962649,0.0340113291796,0.755621653714
24,2002,1.70709529747,1.15904115729,0.308225321194,0.239828818981
24,2003,1.02279521371,0.479184604879,0.216392739866,0.327217868967
24,2004,0.733570303761,0.34188144453,0.344345066382,0.0473437928492
24,2005,2.80569383104,1.36516862053,0.623446881479,0.817078329033
24,2006,1.24457273033,0.373140532672,0.0797477752707,0.791684422384
24,2007,1.85230900939,0.156261607155,0.494208814458,1.20183858778
24,2008,0.395284892386,0.252583991678,0.0284681239343,0.114232776774
24,2009,2.04875026457,0.374348458584,0.724375979071,0.950025826916
24,2010,1.98568995673,1.49619935143,0.364930236617,0.124560368681
